"150","5","2011-02-21 14:50:31","mirathoe"
"151","2","2011-02-21 14:50:31","jonoddk"
"154","1","2011-02-21 14:50:31","davidac"
"160","2","2011-02-21 14:50:31","inamugge"
"163","2","2011-02-21 14:50:31","akselsm"
"164","2","2011-02-21 14:50:31","bjorpe"
"165","2","2011-02-21 14:50:31","marianur"
"167","2","2011-02-21 14:50:31","espentun"
"173","2","2011-02-21 14:50:31","roede"
"175","2","2011-02-21 14:50:31","maaland"
"177","1","2011-02-21 14:50:31","danielin"
"8","1","2011-02-21 14:58:50","beckwith"
"12","8","2011-02-21 14:58:50","mariusuv"
"56","1","2011-02-21 14:58:50","elisaari"
"60","1","2011-02-21 14:58:50","jornhwan"
"90","1","2011-02-21 14:58:50","torstene"
"93","1","2011-02-21 14:58:50","erlbeck"
"125","2","2011-02-21 14:58:50","frederli"
"130","1","2011-02-21 14:58:50","miakvale"
"132","1","2011-02-21 14:58:50","mollystr"
"133","3","2011-02-21 14:58:50","julieste"
"150","2","2011-02-21 14:58:50","mirathoe"
"157","2","2011-02-21 14:58:50","rasmussc"
"163","2","2011-02-21 14:58:50","akselsm"
"167","1","2011-02-21 14:58:50","espentun"
"170","2","2011-02-21 14:58:50","mosberg"
"175","2","2011-02-21 14:58:50","maaland"
"178","1","2011-02-21 14:58:50","augustem"
"12","9","2011-02-28 15:02:59","mariusuv"
"24","3","2011-02-28 15:02:59","vidarton"
"55","1","2011-02-28 15:02:59","eirikgje"
"56","1","2011-02-28 15:02:59","elisaari"
"78","4","2011-02-28 15:02:59","oddmunh"
"82","1","2011-02-28 15:02:59","andreabo"
"86","1","2011-02-28 15:02:59","monikabl"
"87","3","2011-02-28 15:02:59","tarjeibo"
"95","4","2011-02-28 15:02:59","andrejon"
"103","2","2011-02-28 15:02:59","jonatht"
"104","1","2011-02-28 15:02:59","sigurdro"
"106","2","2011-02-28 15:02:59","idamahoi"
"119","2","2011-02-28 15:02:59","asmundu"
"122","1","2011-02-28 15:02:59","ambjorb"
"124","1","2011-02-28 15:02:59","fredrol"
"125","1","2011-02-28 15:02:59","frederli"
"132","2","2011-02-28 15:02:59","mollystr"
"150","1","2011-02-28 15:02:59","mirathoe"
"154","1","2011-02-28 15:02:59","davidac"
"157","1","2011-02-28 15:02:59","rasmussc"
"160","2","2011-02-28 15:02:59","inamugge"
"163","5","2011-02-28 15:02:59","akselsm"
"164","1","2011-02-28 15:02:59","bjorpe"
"165","1","2011-02-28 15:02:59","marianur"
"168","1","2011-02-28 15:02:59","marikja"
"175","1","2011-02-28 15:02:59","maaland"
"178","1","2011-02-28 15:02:59","augustem"
"12","9","2011-03-14 20:45:16","mariusuv"
"60","2","2011-03-14 20:45:16","jornhwan"
"87","1","2011-03-14 20:45:16","tarjeibo"
"121","1","2011-03-14 20:45:16","annebrle"
"125","2","2011-03-14 20:45:16","frederli"
"132","1","2011-03-14 20:45:16","mollystr"
"139","1","2011-03-14 20:45:16","vegarot"
"142","1","2011-03-14 20:45:16","bjostro"
"150","5","2011-03-14 20:45:16","mirathoe"
"151","2","2011-03-14 20:45:16","jonoddk"
"157","1","2011-03-14 20:45:16","rasmussc"
"160","2","2011-03-14 20:45:16","inamugge"
"163","4","2011-03-14 20:45:16","akselsm"
"164","1","2011-03-14 20:45:16","bjorpe"
"165","1","2011-03-14 20:45:16","marianur"
"168","1","2011-03-14 20:45:16","marikja"
"175","1","2011-03-14 20:45:16","maaland"
"178","1","2011-03-14 20:45:16","augustem"
"5","1","2011-03-14 21:12:33","skolem"
"8","1","2011-03-14 21:12:33","beckwith"
"12","10","2011-03-14 21:12:33","mariusuv"
"46","1","2011-03-14 21:12:33","andrerei"
"60","1","2011-03-14 21:12:33","jornhwan"
"78","1","2011-03-14 21:12:33","oddmunh"
"87","1","2011-03-14 21:12:33","tarjeibo"
"93","1","2011-03-14 21:12:33","erlbeck"
"107","5","2011-03-14 21:12:33","torstbra"
"117","2","2011-03-14 21:12:33","snorreri"
"119","4","2011-03-14 21:12:33","asmundu"
"124","5","2011-03-14 21:12:33","fredrol"
"125","5","2011-03-14 21:12:33","frederli"
"128","2","2011-03-14 21:12:33","hagenvik"
"133","1","2011-03-14 21:12:33","julieste"
"136","1","2011-03-14 21:12:33","astrima"
"150","2","2011-03-14 21:12:33","mirathoe"
"151","2","2011-03-14 21:12:33","jonoddk"
"157","1","2011-03-14 21:12:33","rasmussc"
"160","2","2011-03-14 21:12:33","inamugge"
"163","5","2011-03-14 21:12:33","akselsm"
"168","1","2011-03-14 21:12:33","marikja"
"175","3","2011-03-14 21:12:33","maaland"
"178","1","2011-03-14 21:12:33","augustem"
"11","1","2011-03-21 18:46:16","kenroger"
"12","9","2011-03-21 18:46:16","mariusuv"
"24","1","2011-03-21 18:46:16","vidarton"
"60","2","2011-03-21 18:46:16","jornhwan"
"87","3","2011-03-21 18:46:16","tarjeibo"
"93","2","2011-03-21 18:46:16","erlbeck"
"117","4","2011-03-21 18:46:16","snorreri"
"119","1","2011-03-21 18:46:16","asmundu"
"124","3","2011-03-21 18:46:16","fredrol"
"125","4","2011-03-21 18:46:16","frederli"
"128","4","2011-03-21 18:46:16","hagenvik"
"149","1","2011-03-21 18:46:16","lisagreg"
"150","6","2011-03-21 18:46:16","mirathoe"
"151","2","2011-03-21 18:46:16","jonoddk"
"152","2","2011-03-21 18:46:16","moradian"
"154","2","2011-03-21 18:46:16","davidac"
"157","1","2011-03-21 18:46:16","rasmussc"
"160","2","2011-03-21 18:46:16","inamugge"
"165","1","2011-03-21 18:46:16","marianur"
"175","1","2011-03-21 18:46:16","maaland"
"178","1","2011-03-21 18:46:16","augustem"
"3","1","2011-04-04 14:38:02","storset"
"11","1","2011-04-04 14:38:02","kenroger"
"12","9","2011-04-04 14:38:02","mariusuv"
"24","1","2011-04-04 14:38:02","vidarton"
"60","1","2011-04-04 14:38:02","jornhwan"
"95","2","2011-04-04 14:38:02","andrejon"
"107","3","2011-04-04 14:38:02","torstbra"
"117","1","2011-04-04 14:38:02","snorreri"
"119","1","2011-04-04 14:38:02","asmundu"
"121","1","2011-04-04 14:38:02","annebrle"
"125","4","2011-04-04 14:38:02","frederli"
"150","4","2011-04-04 14:38:02","mirathoe"
"151","3","2011-04-04 14:38:02","jonoddk"
"152","1","2011-04-04 14:38:02","moradian"
"160","1","2011-04-04 14:38:02","inamugge"
"163","6","2011-04-04 14:38:02","akselsm"
"175","2","2011-04-04 14:38:02","maaland"
"124","5","2011-04-04 14:49:16","fredrol"
"175","2","2011-04-04 14:49:16","maaland"
"10","1","2011-04-04 14:51:43","thorchri"
"24","4","2011-04-04 14:51:43","vidarton"
"46","2","2011-04-04 14:51:43","andrerei"
"60","2","2011-04-04 14:51:43","jornhwan"
"103","1","2011-04-04 14:51:43","jonatht"
"107","1","2011-04-04 14:51:43","torstbra"
